台词ID	下一句台词ID	显示类型	[对话角色]类型	[对话角色]ID	情绪模组ID	动作ID	眼睛表情路径	是否眨眼
411141105	411141107		2					
411141106	411141107		2					
411141107	411141108		1	1005				
411141108	411141109		1	10095				
411141109	411141110		1	10013				
411141110	411141111		1	10013				
411141111	411141112		1	1005				
411141112	411141113		1	10013				
411141113	411141114	1	2					
411141114	411141115		1	10095				
411141115	411141116		1	10013				
411141116	411141117		1	10013				
411141117	411141118		1	1005				
411141118	411141119	1	2					
411141119	411141120		1	10013				
411141120	411141121		1	10095				
411141121	411141122		1	1005				
411141122	411141123		1	1005				
411141123	411141124		1	10013				
411141124	411141125		1	10013				
411141125	411141126		1	10095				
411141126	411141127		1	10013				
411141127	411141128		1	10013				
411141128			1	10013				
411141201			1	10095				
411141202			1	10095				
411141401	411141402		1	1005				
411141402	411141403		1	1005				
411141403	411141404		1	1005				
411141404	411141405	1	2					
411141405			1	1005				
411141501	411141502		1	1005				
411141502	411141503		1	10095				
411141503	411141504	1	2					
411141504	411141505		1	10095				
411141505	411141506		1	1005				
411141506	411141507		1	10095				
411141507	411141508		1	10095				
411141508	411141509		1	10095				
411141509			1	1005				
411141601	411141602		1	1005				
411141602	411141603		1	10095				
411141603	411141604	1	2					
411141604	411141605		1	10095				
411141605	411141606		1	1005				
411141606	411141607,411141608		1	10095				
411141607	411141609		2					
411141608	411141609		2					
411141609	411141610		1	10095				
411141610	411141611		1	10095				
411141611	411141612		1	1005				
411141612	411141613		1	10095				
411141613	411141614	1	2					
411141614	411141615		1	10095				
411141615	411141616		1	10095				
411141616	411141617,411141618		1	1005				
411141617	411141619		2					
411141618	411141619		2					
411141619	411141620		1	1005				
411141620	411141621		1	1005				
411141621	411141622		1	10095				
411141622	411141623		1	1005				
411141623	411141624		1	10095				
411141624	411141625		1	1005				
411141625	411141626	1	2					
411141626	411141627		1	1005				
411141627	411141628		1	1005				
411141628	411141629	1	2					
411141629	411141630		1	1005				
411141630	411141631		1	1005				
411141631		1	2					
411150101			1	30015				
411150201	411150202		2					
411150202			1	30015				
411150301	411150302		2					
411150302			1	30015				
411150401	411150402		2					
411150402	411150403		1	30015				
411150403	411150404		1	30015				
411150404	411150405	1	2					
411150405			1	30015				
411150501	411150502		2					
411150502			1	30015				
411151001			1	30003				
411151101			1	30004				
411151201			1	30011				
411151301			1	30017				
411151401			1	30002				
411151501			1	30007				
411151601			1	30005				
411151701			1	30006				
411151801			1	30020				
411151901			1	30021				
411152001			1	30022				
411152101			1	30014				
411152201			1	30008				
411152301			1	30010				
411152401			1	30009				
411152501			1	30026				
411152601			1	30023				
411153001	411153002		1	1537				
411153002			1	1537				
411153101	411153102		1	1537				
411153102			1	1537				
411153201	411153202		1	1539				
411153202			1	1539				
411153301	411153302		1	1541				
411153302			1	1541				
411153401			1	1608				
411153501	411153502		1	2202				
411153502			1	2202				
411153601	411153602		1	2208				
411153602			1	2208				
411153701	411153702		1	2209				
411153702			1	2209				
411153801	411153802		1	2203				
411153802			1	2203				
411153901	411153902		1	2207				
411153902			1	2207				
411154001	411154002		1	2210				
411154002			1	2210				
411154101	411154102		1	2125				
411154102			1	2125				
411154201			1	2206				
411154301	411154302		1	2306				
411154302			1	2306				
411154401			1	2135				
411154501			1	2149				
411154601			1	2302				
411154701			1	2300				
411154901	411154902	1	2					
411154902	411154903		1	2207				
411154903	411154904		1	2207				
411154904			1	2207				
411200101	411200102		1	1429				
411200102	411200103	1	2					
411200103	411200104		1	1429				
411200104	411200105		1	1429				
411200105	411200106		1	1429				
411200106	411200107,411200109		1	1429				
411200107	411200108	1	2					
411200108	411200112		1	1429				
411200109	411200110	1	2					
411200110	411200111		1	1429				
411200111	411200112		1	1429				
411200112	411200113		1	1429				
411200113	411200114		1	1429				
411200114			1	1429				
411200201	411200202		1	1479				
411200202	411200203	1	2					
411200203	411200204		1	1479				
411200204	411200205		1	1479				
411200205	411200206	1	2					
411200206	411200207,411200211		1	1479				
411200207	411200208	1	2					
411200208	411200209		1	1479				
411200209	411200210		1	1479				
411200210	411200215		1	1479				
411200211	411200212	1	2					
411200212	411200213		1	1479				
411200213	411200214		1	1479				
411200214	411200215		1	1479				
411200215	411200216		1	1479				
411200216	411200217		1	1479				
411200217	411200218		1	1479				
411200218	411200219		1	1479				
411200219	411200220		1	1479				
411200220			1	1479				
411200301	411200302		1	1591				
411200302	411200303		1	1589				
411200303	411200304	1	2					
411200304	411200305		1	1589				
411200305	411200306	1	2					
411200306	411200307		1	1591				
411200307	411200308		1	1591				
411200308	411200309		1	1591				
411200309	411200310		1	1589				
411200310	411200311		1	1591				
411200311	411200312		1	1591				
411200312	411200313		1	1591				
411200313	411200314		1	1591				
411200314	411200315		1	1591				
411200315	411200316		1	1591				
411200316	411200317		1	1591				
411200317			1	1591				
411200401	411200402		1	1581				
411200402	411200403	1	2					
411200403	411200404		1	1581				
411200404	411200405	1	2					
411200405	411200406		1	1581				
411200406			1	1005				
411200501			1	1005				
411200601	411200602		1	1581				
411200602	411200603	1	2					
411200603	411200604		1	1581				
411200604	411200605		1	1581				
411200605	411200606		1	1581				
411200606			1	1581				
411200701	411200702		1	1429				
411200702	411200703	1	2					
411200703	411200704		1	1429				
411200704	411200705	1	2					
411200705	411200706		1	1429				
411200706	411200707		1	1429				
411200707	411200708		1	1429				
411200708			1	1429				
411200709	411200710		1	1429				
411200710			1	1429				
411200801	411200802		1	1573				
411200802	411200803	1	2					
411200803	411200804		1	1573				
411200804	411200805	1	2					
411200805	411200806		1	1573				
411200806	411200807		1	1573				
411200807	411200808	1	2					
411200808	411200809		1	1573				
411200809	411200810		1	1573				
411200810	411200811		1	1573				
411200811	411200812		1	1573				
411200812	411200813		1	1573				
411200813			1	1573				
411205101			1	1429				
411205201			1	1479				
411205301	411205302		1	1591				
411205302			1	1589				
411205601			1	1581				
411210101	411210102	1	2					
411210102	411210103		1	1419				
411210103	411210104		1	1419				
411210104	411210105		1	1419				
411210105			1	1419				
411210201			1	1593				
411210301	411210302	1	2					
411210302	411210303		1	1419				
411210303			1	1419				
411210401	411210402	1	2					
411210402			1	1419				
411210501			1	1593				
411210601	411210602	1	2					
411210602	411210603		1	1593				
411210603			1	1593				
411210901	411210902		1	1005				
411210902			1	1005				
411211001	411211002		1	1005				
411211002			1	1005				
411220101	411220102		1	1433				
411220102	411220103	1	2					
411220103	411220104		1	1433				
411220104	411220105		1	1433				
411220105	411220106		1	1433				
411220106	411220107		1	1433				
411220107	411220108		1	1433				
411220108	411220109		1	1433				
411220111	411220112		2					
411220112			1	1433				
411220201	411220202		1	1561				
411220202	411220203	1	2					
411220203	411220204		1	1561				
411220204	411220205		1	1561				
411220205	411220206		1	1561				
411220206	411220207		1	1561				
411220207	411220208		1	1561				
411220208	411220209		1	1561				
411220209	411220210		1	1561				
411220210	411220211	1	2					
411220211			1	1561				
411220301	411220302		1	1597				
411220302	411220303	1	2					
411220303	411220304		1	1597				
411220304	411220305		1	1597				
411220305	411220306	1	2					
411220306	411220307		1	1597				
411220307	411220308		1	1597				
411220308	411220309	1	2					
411220309	411220310		1	1597				
411220310	411220311		1	1597				
411220311	411220312		1	1597				
411220312			1	1597				
411220401	411220402		1	1598				
411220402	411220403	1	2					
411220403	411220404		1	1598				
411220404	411220405	1	2					
411220405	411220406		1	1598				
411220406	411220407		1	1598				
411220407	411220408	1	2					
411220408	411220409		1	1598				
411220409	411220410		1	1598				
411220410	411220411	1	2					
411220411	411220412		1	1598				
411220412	411220413		1	1598				
411220413	411220414		1	1598				
411220414	411220415		1	1598				
411220415			1	1598				
411220501	411220502		1	1561				
411220502	411220503	1	2					
411220503	411220504		1	1561				
411220504	411220505	1	2					
411220505	411220506		1	1561				
411220506	411220507		1	1561				
411220507	411220508		1	1561				
411220508	411220509	1	2					
411220509	411220510		1	1561				
411220510	411220511		1	1561				
411220511	411220512	1	2					
411220512	411220513		1	1561				
411220513	411220514		1	1561				
411220514	411220515		1	1561				
411220515			1	1561				
411220601	411220602		1	1583				
411220602	411220603	1	2					
411220603	411220604		1	1583				
411220604	411220605		1	1583				
411220605	411220606		1	1583				
411220606	411220607		1	1583				
411220607	411220608	1	2					
411220608	411220609		1	1583				
411220609	411220610,411220611		1	1583				
411220610	411220612	1	2					
411220611	411220612	1	2					
411220612	411220613		1	1583				
411220613			1	1583				
411220801	411220802		1	1583				
411220802	411220803		1	1583				
411220803	411220804	1	2					
411220804	411220805		1	1583				
411220805	411220806		1	1583				
411220806	411220807		1	1583				
411220807	411220808		1	1583				
411220808			1	1583				
411220901	411220902		1	1433				
411220902	411220903	1	2					
411220903			1	1433				
411223101	411223102	1	2					
411223102			1	1433				
411223201	411223202	1	2					
411223202			1	1433				
411225101			1	1433				
411225201			1	1561				
411225301			1	1597				
411225401			1	1598				
411225501			1	1561				
411225601			1	1583				
411225801			1	1583				
411225901	411225902	1	2					
411225902	411225903		1	1433				
411225903	411225904		1	1433				
411225904	411225905		1	1433				
411225905	411225906	1	2					
411225906	411225907		1	1433				
411225907	411225908		1	1433				
411225908			1	1433				
411226001	411226002	1	2					
411226002	411226003		1	1433				
411226003	411226004		1	1433				
411226004	411226005		1	1433				
411226005	411226006	1	2					
411226006	411226007		1	1433				
411226007	411226008		1	1433				
411226008			1	1433				
411226101	411226102		1	1433				
411226102			1	1433				
411230101	411230102		1	1433				
411230102	411230103	1	2					
411230103	411230104		1	1433				
411230104	411230105		1	1433				
411230105	411230106		1	1433				
411230106	411230107		1	1433				
411230107	411230108		1	1433				
411230108	411230109,411230111		1	1433				
411230109	411230110		2					
411230110			1	1433				
411230111	411230112	1	2					
411230112	411230113		1	1433				
411230113			1	1433				
411230301	411230302		1	1433				
411230302	411230303	1	2					
411230303	411230304		1	1433				
411230304	411230305		1	1433				
411230305	411230306	1	2					
411230306	411230307		1	1433				
411230307	411230308		1	1433				
411230308	411230309		1	1433				
411230309	411230310		1	1433				
411230310	411230311		1	1433				
411230311	411230312		1	1433				
411230312	411230313,411230315		1	1433				
411230313	411230314	1	2					
411230314			1	1433				
411230315	411230316	1	2					
411230316	411230317		1	1433				
411230317	411230318		1	1433				
411230318			1	1433				
411230401	411230402		1	1575				
411230402	411230403		1	1575				
411230403	411230404	1	2					
411230404	411230405		1	1575				
411230405	411230406		1	1575				
411230406	411230407		1	1575				
411230407	411230408	1	2					
411230408	411230409		1	1575				
411230409			1	1575				
411230801	411230802		1	1575				
411230802	411230803	1	2					
411230803	411230804		1	1575				
411230804	411230805	1	2					
411230805	411230806		1	1575				
411230806	411230807		1	1575				
411230807			1	1575				
411230901	411230902		1	1433				
411230902	411230903	1	2					
411230903	411230904		1	1433				
411230904	411230905		1	1433				
411230905			1	1433				
411231101	411231102		1	1433				
411231102	411231103		1	1433				
411231103	411231104		1	1433				
411231104	411231105		1	1433				
411231105	411231106		1	1433				
411231106	411231107,411231109		1	1433				
411231107	411231108	1	2					
411231108			1	1433				
411231109	411231110	1	2					
411231110	411231111		1	1433				
411231111			1	1433				
411235101			1	1433				
411235301			1	1433				
411235401			1	1575				
411235801	411235802		1	1575				
411235802			1	1575				
411240201	411240202		1	1525				
411240202	411240203	1	2					
411240203	411240204		1	1525				
411240204	411240205		1	1525				
411240205	411240206,411240208		1	1525				
411240206	411240207	1	2					
411240207	411240212		1	1525				
411240208	411240209	1	2					
411240209	411240210		1	1525				
411240210	411240211		1	1525				
411240211	411240212		1	1525				
411240212	411240213		1	1525				
411240213	411240214,411240217		1	1525				
411240214	411240215	1	2					
411240215	411240216		1	1525				
411240216	411240222		1	1525				
411240217	411240218	1	2					
411240218	411240219		1	1525				
411240219	411240220		1	1525				
411240220	411240221		1	1525				
411240221	411240222		1	1525				
411240222	411240223		1	1525				
411240223	411240224		1	1525				
411240224	411240225,411240226		1	1525				
411240225	411240231	1	2					
411240226	411240227	1	2					
411240227	411240228		1	1525				
411240228	411240229		1	1525				
411240229	411240230		1	1525				
411240230	411240231		1	1525				
411240231	411240232		1	1525				
411240232	411240233		1	1525				
411240233	411240234		1	1525				
411240234	411240235		1	1525				
411240235	411240236		1	1525				
411240236	411240237		1	1525				
411240237	411240238		1	1525				
411240238			1	1525				
411240601	411240602		1	1525				
411240602	411240603	1	2					
411240603	411240604		1	1525				
411240604	411240605		1	1525				
411240605	411240606		1	1525				
411240606	411240607,411240610		1	1525				
411240607	411240608	1	2					
411240608	411240609		1	1525				
411240609	411240612		1	1525				
411240610	411240611	1	2					
411240611	411240612		1	1525				
411240612			1	1525				
411240801	411240802		1	1525				
411240802	411240803	1	2					
411240803	411240804		1	1525				
411240804	411240805		1	1525				
411240805			1	1525				
411245201	411245202,411245205		1	1525				
411245202	411245203	1	2					
411245203	411245204		1	1525				
411245204			1	1525				
411245205	411245206	1	2					
411245206	411245207		1	1525				
411245207	411245208		1	1525				
411245208	411245209		1	1525				
411245209	411245210		1	1525				
411245210			1	1525				
411245601			1	1525				
411250101	411250102		1	141301				
411250102	411250103	1	2					
411250103	411250104		1	141301				
411250104	411250105,411250108		1	141301				
411250105	411250106	1	2					
411250106	411250107		1	141301				
411250107	411250113		1	141301				
411250108	411250109	1	2					
411250109	411250110		1	141301				
411250110	411250111		1	141301				
411250111	411250112		1	141301				
411250112	411250113		1	141301				
411250113	411250114		1	141301				
411250114	411250115		1	141301				
411250115	411250116		1	141301				
411250116	411250117		1	141301				
411250117	411250118		1	141301				
411250118	411250119		1	141301				
411250119	411250120		1	141301				
411250120	411250121,411250126		1	141301				
411250121	411250122	1	2					
411250122	411250123		1	141301				
411250123	411250124		1	141301				
411250124	411250125		1	141301				
411250125	411250133		1	141301				
411250126	411250127	1	2					
411250127	411250128		1	141301				
411250128	411250129		1	141301				
411250129	411250130		1	141301				
411250130	411250131		1	141301				
411250131	411250132		1	141301				
411250132	411250133		1	141301				
411250133	411250134		1	141301				
411250134			1	141301				
411250201	411250202		1	157701				
411250202	411250203	1	2					
411250203	411250204		1	157701				
411250204	411250205		1	157701				
411250205	411250206		1	157701				
411250206	411250207		1	157701				
411250207	411250208		1	157701				
411250208	411250209	1	2					
411250209	411250210		1	157701				
411250210	411250211		1	157701				
411250211	411250212		1	157701				
411250212	411250213		1	157701				
411250213			1	157701				
411250301			1	141301				
411250401			1	1005				
411250402			1	1005				
411250403			1	1005				
411250404			1	1005				
411250405			1	1005				
411250601	411250602		1	141301				
411250602	411250603	1	2					
411250603	411250604		1	141301				
411250604	411250605	1	2					
411250605			1	141301				
411250701	411250702	1	2					
411250702	411250703		1	141301				
411250703			1	141301				
411250801	411250802	1	2					
411250802			1	141301				
411250901	411250902	1	2					
411250902	411250903		1	141301				
411250903			1	141301				
411251001	411251002		1	141301				
411251002	411251003		1	141301				
411251003			1	141301				
411260101	411260102		1	205601				
411260102	411260103	1	2					
411260103	411260104		1	205601				
411260104	411260105		1	205601				
411260105	411260106		1	205601				
411260106	411260107		1	205601				
411260107	411260108		1	205601				
411260108	411260109,411260111		1	205601				
411260109	411260110	1	2					
411260110	411260115		1	205601				
411260111	411260112	1	2					
411260112	411260113		1	205601				
411260113	411260114		1	205601				
411260114	411260115		1	205601				
411260115	411260116		1	205601				
411260116	411260117		1	205601				
411260117	411260118		1	205601				
411260118	411260119,411260121		1	205601				
411260119	411260120	1	2					
411260120			1	205601				
411260121	411260122	1	2					
411260122	411260123		1	205601				
411260123			1	205601				
411260201			1	205601				
411260301			1	230801				
411260501	411260502	1	2					
411260502	411260503		1	2307				
411260503			1	2307				
411260601	411260602	1	2					
411260602	411260603		1	2304				
411260603			1	2304				
411260701	411260702	1	2					
411260702			1	2135				
411260801	411260802		1	230801				
411260802	411260803	1	2					
411260803	411260804		1	230801				
411260804	411260805		1	230801				
411260805	411260806		1	230801				
411260806	411260807,411260809		1	230801				
411260807	411260808	1	2					
411260808	411260811		1	230801				
411260809	411260810	1	2					
411260810	411260811		1	230801				
411260811	411260812		1	230801				
411260812			1	230801				
411260901	411260902		1	205601				
411260902	411260903	1	2					
411260903			1	205601				
411261001	411261002		1	205601				
411261002	411261003		1	205601				
411261003			1	205601				
411261101			1	1005				
411261102			1	1005				
411261201	411261202		1	1005				
411261202			1	1005				
411270101	411270102		1	151701				
411270102	411270103	1	2					
411270103	411270104		1	151701				
411270104	411270105		1	151701				
411270105	411270106		1	151701				
411270106	411270107		1	151701				
411270107	411270108		1	151701				
411270108	411270109		1	151701				
411270109	411270110		1	151701				
411270110	411270111	1	2					
411270111	411270112		1	151701				
411270112			1	151701				
411270201	411270202		1	151701				
411270202	411270203	1	2					
411270203	411270204		1	151701				
411270204	411270205		1	151701				
411270205	411270206	1	2					
411270206			1	151701				
411270301	411270302	1	2					
411270302	411270303		1	151701				
411270303	411270304		1	151701				
411270304	411270305		1	151701				
411270305			1	151701				
411270401	411270402	1	2					
411270402	411270403		1	151701				
411270403	411270404		1	151701				
411270404	411270405	1	2					
411270405	411270406		1	151701				
411270406	411270407		1	151701				
411270407			1	151701				
411270501	411270502	1	2					
411270502	411270503		1	151701				
411270503	411270504		1	151701				
411270504	411270505		1	151701				
411270505	411270506		1	151701				
411270506	411270507		1	151701				
411270507			1	151701				
411270601	411270602		1	151701				
411270602			1	151701				
411270603			1	151701				
411270701	411270702	1	2					
411270702			1	151701				
411270801	411270802		1	151701				
411270802	411270803	1	2					
411270803	411270804		1	151701				
411270804	411270805		1	151701				
411270805	411270806	1	2					
411270806			1	151701				
411270901	411270902		1	151701				
411270902	411270903	1	2					
411270903	411270904		1	151701				
411270904	411270905	1	2					
411270905			1	151701				
411271001	411271002	1	2					
411271002			1	151701				
411271101	411271102	1	2					
411271102	411271103		1	151701				
411271103	411271104		1	151701				
411271104	411271105		1	151701				
411271105			1	151701				
411271201	411271202	1	2					
411271202	411271203		1	151701				
411271203			1	151701				
411271301	411271302	1	2					
411271302	411271303		1	151701				
411271303	411271304		1	151701				
411271304	411271305		1	151701				
411271305	411271306		1	151701				
411271306	411271307		1	151701				
411271307	411271308		1	151701				
411271308	411271309		1	151701				
411271309			1	151701				
411271401	411271402	1	2					
411271402	411271403		1	151701				
411271403	411271404		1	151701				
411271404	411271405	1	2					
411271405			1	151701				
411271501	411271502		1	1005				
411271502			1	1005				
411271503	411271504		1	1005				
411271504			1	1005				
411271505	411271506		1	1005				
411271506			1	1005				
411300101	411300102		1	30014				
411300102	411300103	1	2					
411300103	411300106		1	30014				
411300105			1	30014				
411300106	411300107		1	30014				
411300107	411300108		1	30014				
411300108	411300109		1	30014				
411300109	411300110		1	30014				
411300110	411300111		1	30014				
411300111			1	30014				
411300201	411300202		1	30014				
411300202	411300203	1	2					
411300203	411300204		1	30014				
411300204	411300205		1	30014				
411300205	411300206		1	30014				
411300206	411300207		1	30014				
411300207	411300208		1	30014				
411300208	411300209		1	30014				
411300209	411300210,411300212		1	30014				
411300210	411300211	1	2					
411300211			1	30014				
411300212	411300213		2					
411300213	411300214		1	30014				
411300214	411300215		1	30014				
411300215			1	30014				
411300301	411300302		1	30014				
411300302			1	30014				
411300401	411300402	1	2					
411300402	411300403		1	30014				
411300403			1	30014				
411300501	411300502	1	2					
411300502			1	30014				
411300601	411300602		1	30014				
411300602	411300603	1	2					
411300603	411300604		1	30014				
411300604	411300605		1	30014				
411300605	411300606		1	30014				
411300606	411300607		1	30014				
411300607			1	30014				
411310101	411310102		1	2072				
411310102	411310103	1	2					
411310103	411310107		1	2072				
411310104	411310105	1	2					
411310105	411310106		1	2072				
411310106	411310112		1	2072				
411310107	411310108		1	2072				
411310108	411310104,411310109		1	2072				
411310109	411310110	1	2					
411310110	411310111		1	2072				
411310111	411310106		1	2072				
411310112	411310113		1	2072				
411310113	411310114		1	2072				
411310114	411310115		1	2072				
411310115	411310116		1	2072				
411310116	411310117		1	2072				
411310117	411310118		1	2072				
411310118	411310119		1	2072				
411310119	411310120	1	2					
411310120			1	2072				
411310121			1	2072				
411310201	411310202	1	2					
411310202			1	2072				
411310203								
411310301	411310302	1	2					
411310302	411310303		1	2072				
411310303	411310304		1	2072				
411310304	411310305		1	2072				
411310305	411310306		1	1005				
411310306			1	1005				
411310401	411310402	1	2					
411310402	411310403		1	2072				
411310403	411310404		1	2072				
411310404	411310405		1	1005				
411310405			1	1005				
411310501	411310502	1	2					
411310502	411310503		1	2072				
411310503			1	2072				
411310601	411310602	1	2					
411310602	411310603		1	2072				
411310603	411310604		1	2072				
411310604			1	2072				
411310701	411310702	1	2					
411310702	411310703		1	2072				
411310703	411310704		1	2072				
411310704	411310705	1	2					
411310705			1	2072				
411310801	411310802	1	2					
411310802			1	2072				
411310803								
411310901	411310902	1	2					
411310902	411310903		1	2072				
411310903			1	2072				
411311001	411311002	1	2					
411311002	411311003		1	2072				
411311003	411311004		1	2072				
411311004	411311005		1	2072				
411311005			1	2072				
411311101	411311102		1	2072				
411311102	411311103		1	2072				
411311103	411311104		1	2072				
411311104	411311105		1	2072				
411311105	411311106		1	2072				
411311106	411311107		1	2072				
411311107	411311108		1	2072				
411311108	411311109,411311111		1	2072				
411311109	411311110	1	2					
411311110			1	2072				
411311111	411311112	1	2					
411311112			1	2072				
411311113	411311114		1	2072				
411311114			1	2072				
411311201	411311202		1	2072				
411311202			1	2072				
411311301	411311302,411311305		1	2072				
411311302	411311303	1	2					
411311303	411311304		1	2072				
411311304			1	2072				
411311305	411311306	1	2					
411311306	411311307		1	2072				
411311307	411311308		1	2072				
411311308	411311309		1	2072				
411311309	411311310	1	2					
411311310	411311311		1	1005				
411311311	411311312		1	2072				
411311312	411311313	1	2					
411311313	411311314		1	2072				
411311314	411311315		1	1005				
411311315	411311316		1	2072				
411311316	411311317		1	2072				
411311317			1	2072				
411311401	411311402		1	2072				
411311402			1	2072				
411311403			1	2072				
411350101	411350102		1	1553				
411350102	411350103	1	2					
411350103	411350104		1	1553				
411350104	411350105		1	1553				
411350105	411350106	1	2					
411350106	411350107		1	1553				
411350107	411350108		1	1553				
411350108	411350109		1	1553				
411350109	411350110		1	1553				
411350110	411350111	1	2					
411350111	411350112		1	1553				
411350112	411350113		1	1553				
411350113	411350114,411350116		1	1553				
411350114	411350115	1	2					
411350115			1	1553				
411350116	411350117	1	2					
411350117	411350118		1	1553				
411350118			1	1553				
411350201	411350202		1	1553				
411350202			1	1553				
411350301	411350302		1	1553				
411350302	411350303	1	2					
411350303	411350304		1	1553				
411350304	411350305		1	1553				
411350305	411350306		1	1553				
411350306	411350307		1	1553				
411350307	411350308	1	2					
411350308	411350309		1	1553				
411350309	411350310		1	1553				
411350310	411350311		1	1553				
411350311	411350312	1	2					
411350312	411350313		1	1553				
411350313			1	1553				
411350401	411350402		1	1521				
411350402	411350403	1	2					
411350403	411350404		1	1521				
411350404	411350405	1	2					
411350405	411350406		1	1521				
411350406	411350407		1	1521				
411350407	411350408		1	1521				
411350408	411350409		1	1521				
411350409	411350410	1	2					
411350410	411350411		1	1521				
411350411	411350412		1	1521				
411350412	411350413		1	1521				
411350413	411350414		1	1521				
411350414	411350415	1	2					
411350415	411350416		1	1521				
411350416			1	1521				
411350501	411350502		1	1553				
411350502	411350503		1	1553				
411350503	411350504	1	2					
411350504	411350505		1	1553				
411350505	411350506		1	1553				
411350506			1	1553				
411350601			1	1553				
411350701			1	1521				
411410101	411410102	1	2					
411410102	411410103		1	2204				
411410103	411410104		1	2204				
411410104	411410105		1	2204				
411410105			1	2204				
411410201			1	30027				
411410301	411410302	1	2					
411410302	411410303		1	2204				
411410303			1	2204				
411410401	411410402	1	2					
411410402			1	2204				
411410501			1	30027				
411410601	411410602	1	2					
411410602	411410603		1	30027				
411410603			1	30027				
411410901	411410902		1	1005				
411410902			1	1005				
411411001	411411002		1	1005				
411411002			1	1005				
411420101	411420102	1	2					
411420102	411420103		1	2045				
411420103	411420104		1	2045				
411420104	411420105		1	2045				
411420105			1	2045				
411420201			1	30028				
411420301	411420302	1	2					
411420302	411420303		1	2045				
411420303			1	2045				
411420401	411420402	1	2					
411420402			1	2045				
411420501			1	30028				
411420601	411420602	1	2					
411420602	411420603		1	30028				
411420603	411420604		1	30028				
411420604			1	30028				
411420901	411420902		1	1005				
411420902			1	1005				
411421001	411421002		1	1005				
411421002			1	1005				
411430101	411430102	1	2					
411430102	411430103		1	1419				
411430103	411430104		1	1419				
411430104	411430105		1	1419				
411430105			1	1419				
411430201			1	1576				
411430301	411430302	1	2					
411430302	411430303		1	1419				
411430303	411430304		1	1419				
411430304			1	1419				
411430401	411430402	1	2					
411430402			1	1419				
411430501			1	1576				
411430601	411430602	1	2					
411430602	411430603		1	1576				
411430603			1	1576				
411430901	411430902		1	1005				
411430902			1	1005				
411431001	411431002		1	1005				
411431002			1	1005				
411440101	411440102	1	2					
411440102	411440103		1	2204				
411440103			1	2204				
411440201			1	30027				
411440301	411440302	1	2					
411440302	411440303		1	2204				
411440303	411440304		1	2204				
411440304	411440305		1	2204				
411440305			1	2204				
411440401	411440402	1	2					
411440402			1	2204				
411440501			1	30027				
411440601	411440602	1	2					
411440602	411440603		1	30027				
411440603			1	30027				
411440901	411440902		1	1005				
411440902			1	1005				
411441001	411441002		1	1005				
411441002			1	1005				
411450101	411450102	1	2					
411450102	411450103		1	2045				
411450103	411450104		1	2045				
411450104			1	2045				
411450201			1	30028				
411450301	411450302	1	2					
411450302	411450303		1	2045				
411450303	411450304		1	2045				
411450304			1	2045				
411450401	411450402	1	2					
411450402			1	2045				
411450501			1	30028				
411450601	411450602	1	2					
411450602	411450603		1	30028				
411450603	411450604		1	30028				
411450604			1	30028				
411450901	411450902		1	1005				
411450902			1	1005				
411451001	411451002		1	1005				
411451002			1	1005				
411460101	411460102	1	2					
411460102	411460103		1	1419				
411460103	411460104		1	1419				
411460104			1	1419				
411460201			1	157901				
411460301	411460302	1	2					
411460302	411460303		1	1419				
411460303	411460304		1	1419				
411460304			1	1419				
411460401	411460402	1	2					
411460402			1	1419				
411460501			1	157901				
411460601	411460602	1	2					
411460602	411460603		1	157901				
411460603			1	157901				
411460901	411460902		1	1005				
411460902			1	1005				
411461001	411461002		1	1005				
411461002			1	1005				
411470101	411470102	1	2					
411470102	411470103		1	2204				
411470103	411470104		1	2204				
411470104			1	2204				
411470201			1	30028				
411470301	411470302	1	2					
411470302	411470303		1	2204				
411470303	411470304		1	2204				
411470304			1	2204				
411470401		1	2					
411470501			1	30028				
411470601	411470602	1	2					
411470602	411470603		1	30028				
411470603	411470604		1	30028				
411470604			1	30028				
411470901	411470902		1	1005				
411470902			1	1005				
411471001	411471002		1	1005				
411471002			1	1005				
411480101	411480102	1	2					
411480102	411480103		1	2045				
411480103	411480104		1	2045				
411480104			1	2045				
411480201			1	30029				
411480301	411480302	1	2					
411480302	411480303		1	2045				
411480303	411480304		1	2045				
411480304			1	2045				
411480401	411480402	1	2					
411480402			1	2045				
411480501			1	30029				
411480601	411480602	1	2					
411480602	411480603		1	30029				
411480603	411480604		1	30029				
411480604			1	30029				
411480901	411480902		1	1005				
411480902			1	1005				
411481001	411481002		1	1005				
411481002			1	1005				
411490101	411490102	1	2					
411490102	411490103		1	1419				
411490103			1	1419				
411490201			1	157601				
411490301	411490302	1	2					
411490302	411490303		1	1419				
411490303	411490304		1	1419				
411490304	411490305		1	1419				
411490305			1	1419				
411490401	411490402	1	2					
411490402			1	1419				
411490501			1	157601				
411490601	411490602	1	2					
411490602	411490603		1	157601				
411490603			1	157601				
411490901	411490902		1	1005				
411490902			1	1005				
411491001	411491002		1	1005				
411491002			1	1005				
411500101	411500102	1	2					
411500102	411500103		1	2204				
411500103			1	2204				
411500201			1	30027				
411500301	411500302	1	2					
411500302	411500303		1	2204				
411500303	411500304		1	2204				
411500304	411500305		1	2204				
411500305			1	2204				
411500401	411500402	1	2					
411500402			1	2204				
411500501			1	30027				
411500601	411500602	1	2					
411500602			1	30027				
411500901	411500902		1	1005				
411500902			1	1005				
