ID	名称$text_name_Name	Prefab路径	Prefab_Remote路径	Controller路径	Controller_Remote路径	默认阵营	JSON名称	JSON路径文件名	能否战斗	能否移动	能否发声	是否常驻	角色npc初见分组
20550	拉多米尔	ART/Char/NPC/NPC_Monster/NPC_Monster_Skirmisher_Male_Fat_SprayGun_Water_01				2001		ConfigNpc_Common_AnimatorMove_Child_noheadcontrol		1	1		
20551	提莫尔	ART/Char/NPC/NPC_Monster/NPC_Monster_Skirmisher_Male_Standard_Rifle_Fire_01				2001		ConfigNpc_Common_AnimatorMove_Child_noheadcontrol		1	1		
20552	自称「唐无仇」者	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Fat_Doorhold_30086				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
20553	老何	ART/Char/NPC/NPC_Quest/NPC_Quest_MuscleMan_Standard_UncleHe_20553				2001		ConfigNpc_Common_AnimatorMove_MuscleMan		1	1		
20554	赵铁牛	ART/Char/NPC/NPC_Quest/NPC_Quest_Female_Standard_SteelHornZhao_20554				2001		ConfigNpc_Common_AnimatorMove_Female		1	1		
20555	陈娇花	ART/Char/NPC/NPC_Quest/NPC_Quest_MuscleMan_Standard_TenderAsSilkChen_20555				2001		ConfigNpc_Common_AnimatorMove_MuscleMan		1	1		
20556	？？？	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Slippie_30087				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
20557	尼古拉下士的笔记	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20558	潦草的笔记	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20559	千岩军兵士	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Standard_Hongyu_2064				2001		ConfigNpc_Common_AnimatorMove_Male_NoAction		1	1		
20560	千岩军兵士	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Standard_Yicheng_2057				2001		ConfigNpc_Common_AnimatorMove_Male_NoAction		1	1		
20561	调查	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20562	福本	ART/Char/NPC/NPC_Quest/NPC_Quest_Female_Fat_Fukumoto_20562				2001		ConfigNpc_Common_AnimatorMove_Female		1	1	1	
20563	{NICKNAME}	ART/Char/NPC/NPC_Inazuma/NPC_Inazuma_Female/NPC_Inazuma_Female_Standard_Sumi_3125				2001		ConfigNpc_Common_AnimatorMove_Female		1	1		
20564	(test)	ART/Char/NPC/NPC_Inazuma/NPC_Inazuma_Male/NPC_Inazuma_Male_Standard_Kuroda_3029				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
20565	鲸井小弟	ART/Char/NPC/NPC_Quest/NPC_Quest_Child_Standard_Kurajikun_20284				2001		ConfigNpc_Common_AnimatorMove_Child		1	1		
20566	平泉	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Hiraizumi_20566				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
20567	木村	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Kimura_20567				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
20568	石田	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Ishida_20568				2001		ConfigNpc_Common_AnimatorMove_Male		1	1	1	
20569	竹内	ART/Char/NPC/NPC_Quest/NPC_Quest_Female_Standard_Takeuchi_20569				2001		ConfigNpc_Common_AnimatorMove_Female		1	1		
20570	阳斗	ART/Char/NPC/NPC_Inazuma/NPC_Inazuma_Male/NPC_Inazuma_Male_Standard_Inoue_3025				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
20571	(test)天领奉行士兵	ART/Char/NPC/NPC_Inazuma/NPC_Inazuma_Male/NPC_Inazuma_Male_Standard_Uesugi_3020				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
20572	康拉德	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Konrad_20572				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
20573	玲花	ART/Char/NPC/NPC_Quest/NPC_Quest_Female_Standard_Reika_20573				2001		ConfigNpc_Common_AnimatorMove_Female		1	1		
20574	顺平	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Fat_Jyunpei_20574				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
20575	清刚	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Seikou_20575				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
20580	瑾武	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Female/NPC_Liyue_Female_Strong_Jinwu_2616				2001		ConfigNpc_Common_AnimatorMove_Female		1	1		
20581	业余炼金术士的日志	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20582	范火头的配方	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20583	拆封的书信	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20584	注意！！	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20585	赵铁牛的账本	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20586	纸条	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20587	水没遗迹钟声	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20588	下沉遗迹钟声	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20609	陈旧的笔记	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20610	陈旧的笔记	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20611	刻痕	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20612	test伪装的千岩军1	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_ThoarderNoWeapon02_20612				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
20613	test伪装的千岩军2	ART/Char/NPC/NPC_Quest/NPC_Quest_MuscleMan_Standard_ThoarderNoWeapon01_20613				2001		ConfigNpc_Common_AnimatorMove_MuscleMan		1	1		
20614	豆助	ART/Char/NPC/NPC_Animal/NPC_Animal_Inu_Tanuki_01				2001		ConfigNpc_Common_AnimatorMove_Child_noheadcontrol_grassdis		1	1		
20615	留言	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20616	留言	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20617	留言	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20618	夜鸦团长	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Girl_Bow_Fischl				2001		ConfigNpc_Common_AnimatorMove		1	1	1	
20619	留言	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20620	阿加菲娅	ART/Char/NPC/NPC_Monster/NPC_Monster_Fatuus_Maiden_Water_01				2001		ConfigNpc_Common_AnimatorMove_Child_noheadcontrol		1	1	1	
20621	扎哈尔	ART/Char/NPC/NPC_Monster/NPC_Monster_Skirmisher_Male_Fat_SprayGun_Water_01				2001		ConfigNpc_Common_AnimatorMove_Child_noheadcontrol		1	1	1	
20622	叶夫卡	ART/Char/NPC/NPC_Monster/NPC_Monster_Skirmisher_Male_Strong_GreatHammer_Electric_01				2001		ConfigNpc_Common_AnimatorMove_Child_noheadcontrol		1	1	1	
20623	雅科夫	ART/Char/NPC/NPC_Monster/NPC_Monster_Skirmisher_Male_Standard_Staff_Rock_02				2001		ConfigNpc_Common_AnimatorMove_Child_noheadcontrol		1	1	1	
20624	泽维尔	ART/Char/NPC/NPC_Inazuma/NPC_Inazuma_Male/NPC_Inazuma_Male_Standard_Xavier_3162				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
20625	笹野	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Sasano_20625				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
20626	小春	ART/Char/NPC/NPC_Quest/NPC_Quest_Female_Standard_Koharu_20626				2001		ConfigNpc_Common_AnimatorMove_Female		1	1		
20627	留言	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20629	辉山厅警示牌	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20630	辉山厅警示牌	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20631	辉山厅警示牌	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20634	山田一二三	ART/Char/NPC/NPC_Monster/NPC_Monster_Samurai_Kairagi_02				2001		ConfigNpc_Common_AnimatorMove_Child_noheadcontrol		1	1		
20635	山本	ART/Char/NPC/NPC_Monster/NPC_Monster_Samurai_Ronin_02				2001		ConfigNpc_Common_AnimatorMove_Child_noheadcontrol		1	1		
20636	田中	ART/Char/NPC/NPC_Monster/NPC_Monster_Samurai_Ronin_03				2001		ConfigNpc_Common_AnimatorMove_Child_noheadcontrol		1	1		
20637	陈旧的笔记	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20638	(test)无名冒险家的笔记·晴	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20639	(test)无名冒险家的笔记·风	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20640	(test)开启	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20641	柴助	ART/Char/NPC/NPC_Animal/NPC_Animal_Inu_Tanuki_04				2001		ConfigNpc_Common_AnimatorMove_Child_noheadcontrol_grassdis		1	1		
20642	若山小十郎	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_WakayamaKojuurou_20642				2001		ConfigNpc_Common_AnimatorMove_Male_NoAction		1	1		
20654	夜鸦船长	ART/Char/NPC/NPC_Animal/NPC_Animal_Fischl_Crow				2001		ConfigNpc_Common_AnimatorMove		1	1		
20657	加尔恰	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Garcia_20657				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
20658	路通	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Lutong_20658				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
20718	若山敬助	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Sasano_20625				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
20719	矢野町子	ART/Char/NPC/NPC_Quest/NPC_Quest_Female_Standard_Koharu_20626				2001		ConfigNpc_Common_AnimatorMove_Female		1	1		
20720	黑谷势至丸	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Boy_Sword_PlayerBoy				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove_Male		1	1		
20721	黑谷势至丸	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Girl_Sword_PlayerGirl				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove_Female		1	1		
20728	若山小十郎	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_WakayamaKojuurou_20728				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
20729	「大肉丸」	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC				1		
20734	更改盆景布局	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20737	开始拍照	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC						
20763	黑谷势至丸	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20781	梦境海螺	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20782	梦境海螺	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20814	阿诺德	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20815	暮夜剧团团长	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC				1		
20853	阅读	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20854	阅读	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20855	阅读	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
30000	阿祇	ART/Char/NPC/NPC_Inazuma/NPC_Inazuma_Female/NPC_Inazuma_Female_Standard_Tsumi_30000				2001		ConfigNpc_Common_AnimatorMove_Miko		1	1		
30104	上野	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Ueno_30104				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
30105		ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Teppei_12070				2001		ConfigNpc_Common_AnimatorMove_Male_noActionAndHeadcontrol		1			
30106	榎本	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Enomoto_30106				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
30107	今泉	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Imaizumi_30107				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
30108	矢部	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Yabe_30108				2001		ConfigNpc_Common_AnimatorMove_Male_NoAction		1	1		
30109	盗宝团成员	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_HuangMaZi2_10254				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
30111	盗宝团成员	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Caijing_10317				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
30112	卢卡	ART/Char/NPC/NPC_Mengde/NPC_Mengde_Male/NPC_Mengde_Male_Standard_Luka_30112				2001		ConfigNpc_Common_AnimatorMove_Male		1	1	1	
30113	于尔根	ART/Char/NPC/NPC_Mengde/NPC_Mengde_MuscleMan/NPC_Mengde_MuscleMan_Standard_Jurgen_30113				2001		ConfigNpc_Common_AnimatorMove_MuscleMan_noheadcontrol		1	1	1	
30114	查尔斯	ART/Char/NPC/NPC_Mengde/NPC_Mengde_Male/NPC_Mengde_Male_Standard_Charles_1465				2001		ConfigNpc_Common_AnimatorMove_Male		1	1	1	
30115	小乌维	ART/Char/NPC/NPC_Mengde/NPC_Mengde_Male/NPC_Mengde_Male_Standard_UweJr_30115				2001		ConfigNpc_Common_AnimatorMove_Male_noheadcontrol		1	1	1	
30116	约纳斯	ART/Char/NPC/NPC_Mengde/NPC_Mengde_Male/NPC_Mengde_Male_Standard_Jonas_30116				2001		ConfigNpc_Common_AnimatorMove_Male_noheadcontrol		1	1	1	
30117		ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_SoliderNopole_12193				2001		ConfigNpc_Common_AnimatorMove_Male_noActionAndHeadcontrol		1	1		
30134	（test）盗宝团胖	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Fat_QiqiNPC2_10340				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
30135	(test）盗宝团电	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Feitheflyer_10414				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
30136	（test）盗宝团冰	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_FishingDaobaotuanLeader_12164				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
30137	千岩军守卫	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Standard_Fengyan_2071				2001		ConfigNpc_Common_AnimatorMove_Male		1	1	1	
30138	千岩军守卫	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Standard_Fengyan_2071				2001		ConfigNpc_Common_AnimatorMove_Male		1	1	1	
30139	小野寺	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Fat_Onodera_30139				2001		ConfigNpc_Common_AnimatorMove_Male		1	1	1	
30140	终末番忍者	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_NinjaA_30140				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
30141	浅川	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Asakawa_30141				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
30142	天领奉行士兵	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Soilder142_30142				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
30143	神里家主	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Kamisato_30143				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
30144	枫原义庆	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_KaedeharaYoshinori_30144				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
30145	枫原义庆-无斗笠版	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_YoshinoriA_30145				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
30146	社奉行武士A	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_ShabugyousoilderA_30146				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
30147	社奉行武士B	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_ShabugyousoilderA_30147				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
30148	社奉行武士C	ART/Char/NPC/NPC_Quest/NPC_Quest_MuscleMan_Standard_ShabugyousoilderA_30148				2001		ConfigNpc_Common_AnimatorMove_MuscleMan		1	1		
30149	社奉行武士D	ART/Char/NPC/NPC_Quest/NPC_Quest_MuscleMan_Standard_ShabugyousoilderA_30149				2001		ConfigNpc_Common_AnimatorMove_MuscleMan		1	1		
30150	勘解由小路健三郎	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Kadenokouji_30150				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
30151	观察黑主画像	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC						
30152	帕特里克	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_JinLigustral_30152				2001		ConfigNpc_Common_AnimatorMove_Male		1	1	1	
30153	宏朗	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Honglang_30153				2001		ConfigNpc_Common_AnimatorMove_Male		1	1	1	
30154	璃月嘉宾A	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_LiyueA_30154				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
30155	璃月嘉宾B	ART/Char/NPC/NPC_Quest/NPC_Quest_Female_Standard_LiyueB_30155				2001		ConfigNpc_Common_AnimatorMove_Female		1	1		
30156	阳太	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Youta_30156				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
30157	秋人	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Takeshi_30157				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
30158	茅葺一庆小说样稿	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC						
30159	娜扎法琳	ART/Char/NPC/NPC_Quest/NPC_Quest_Female_Standard_Nazafarin_30159				2001		ConfigNpc_Common_AnimatorMove_Female		1	1	1	
30160	朝雾	ART/Char/NPC/NPC_Quest/NPC_Quest_Female_Standard_Asagiri_30160				2001		ConfigNpc_Common_AnimatorMove_Female		1	1	1	
30162	告示板	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC						
30163	梨香	ART/Char/NPC/NPC_Quest/NPC_Quest_Female_Standard_Rika_30163				2001		ConfigNpc_Common_AnimatorMove_Female		1	1	1	
30164	高坂	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Kousaka_30164				2001		ConfigNpc_Common_AnimatorMove_Male_NoAction		1	1	1	
30165	志穗	ART/Char/NPC/NPC_Quest/NPC_Quest_Female_Standard_Shiho_30165				2001		ConfigNpc_Common_AnimatorMove_Female_noheadcontrol		1	1	1	
30166	美羽	ART/Char/NPC/NPC_Quest/NPC_Quest_Female_Standard_Miu_30166				2001		ConfigNpc_Common_AnimatorMove_Female_noheadcontrol		1	1	1	
30167	安彦太郎	ART/Char/NPC/NPC_Monster/NPC_Monster_Samurai_Hatamoto				2001		ConfigNpc_Common_AnimatorMove_MuscleMan		1	1	1	
30168	大久保三左卫门	ART/Char/NPC/NPC_Monster/NPC_Monster_Samurai_Ronin_02				2001		ConfigNpc_Common_AnimatorMove_Male_noActionAndHeadcontrol		1	1	1	
30169	三岛道世	ART/Char/NPC/NPC_Monster/NPC_Monster_Samurai_Kairagi_01				2001		ConfigNpc_Common_AnimatorMove_Samurai		1	1	1	
30170	太郎丸	ART/Char/NPC/NPC_Animal/NPC_Animal_Inu_Shihandai_03				2001		ConfigNpc_Common_AnimatorMove_Taromaru		1	1	1	
30171	柴染	ART/Char/NPC/NPC_Quest/NPC_Quest_Female_Standard_Fushizome_30171				2001		ConfigNpc_Common_AnimatorMove_Female		1	1	1	
30172	大伴	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Bard01_30172				2001		ConfigNpc_Common_AnimatorMove_Male		1	1	1	
30173	莱内	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Bard02_30173				2001		ConfigNpc_Common_AnimatorMove_Male		1	1	1	
30174	同人摊位公告板	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC					1	
30175	观察伤兵	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC						
30176	翠光像	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC					1	
30177	葵之翁像	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC					1	
30178	赤人像	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC					1	
30179	墨染像	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC					1	
30180	黑主像	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC					1	
30181	胡塞尼	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Strong_Housani_30049				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
30182	海迪夫	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Standard_Clitopho_2617				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
30183	阿昊	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Strong_Hao_2199				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
30184	老图	ART/Char/NPC/NPC_Liyue/NPC_Liyue_MuscleMan/NPC_Liyue_MuscleMan_Standard_Tu_2165				2001		ConfigNpc_Common_AnimatorMove_MuscleMan		1	1		
30185	久濑	ART/Char/NPC/NPC_Others/NPC_Others_Enkanomiya_Shade/NPC_Others_Enkanomiya_Shade				2001		ConfigNpc_Common_AnimatorMove_Child_noheadcontrol		1	1	1	
30186	(test)发出声响的猫	ART/Char/NPC/NPC_Animal/NPC_Animal_Cat_01				2001		ConfigNpc_Common_AnimatorMove_Child_noheadcontrol		1	1		
30187	伯特兰	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Bertrand_12522				2001		ConfigNpc_Common_AnimatorMove_Male		1	1	1	
30188	元太	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Genta_12277				2001		ConfigNpc_Common_AnimatorMove_Male		1	1	1	
30189	阿守	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Mamoru_12278				2001		ConfigNpc_Common_AnimatorMove_Male		1	1	1	
30190	阿晃	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Fat_Akira_12276				2001		ConfigNpc_Common_AnimatorMove_Male		1	1	1	
30191	借来的广告板	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC					1	
30192	调查	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
30193	整理信件	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
30194	调查	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
30195	字迹华丽的信	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
30196	字迹华丽的信	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
30197	字迹华丽的信	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
30198	「致代理团长」的信	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
30199	「致法尔伽团长」的信	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
30200	调查	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
30201	「致艾莉丝女士」的信	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
30202	「致阿贝多先生」的信	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
30203	枫原万叶	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Boy_Sword_Kazuha				2001		ConfigNpc_Common_AnimatorMove		1	1	1	47
30204	辛焱	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Girl_Claymore_Xinyan				2001		ConfigNpc_Common_AnimatorMove_Xinyan		1	1		44
30205	菲谢尔	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Girl_Bow_Fischl				2001		ConfigNpc_Common_AnimatorMove		1	1		31
30206	奥兹	ART/Char/NPC/NPC_Animal/NPC_Animal_Fischl_Crow				2001		ConfigNpc_Common_AnimatorMove_Animal_Fischl_Crow		1	1		
30207	莫娜	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Girl_Catalyst_MonaCostumeWic				2001		ConfigNpc_Common_AnimatorMove_Female_Mona		1	1		41
30208	温迪	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Boy_Bow_Venti				2001		ConfigNpc_Common_AnimatorMove_Venti		1	1		22
30209	聆听	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC	ConfigNpc_ReadableNPC			1		
30210	早柚	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC				1		
30211	《名冒险家系列》书封	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC				1	1	
30217	菲利斯·尤格	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_PhileasYogg_30217				2001		ConfigNpc_Common_AnimatorMove_Male		1	1	1	
30218	（test）深渊法师	ART/Char/NPC/NPC_Monster/NPC_Monster_Abyss_Ice_01				2001		ConfigNpc_Common_AnimatorMove_Child_noheadcontrol		1	1		
