父任务ID	合集ID	父任务组	任务类型	启用模式	Lua脚本路径	推荐等级	可重复	任务奖励RewardID	章节ID	事件ID	活动类型	VideoKey
72679			7		Actor/Quest/WQ72679						2401	
72680		5053	7	1	Actor/Quest/WQ72680			172680			1502	
72681		5053	7	1	Actor/Quest/WQ72681			172681			1502	
72682			7	1	Actor/Quest/WQ72682			172682			2102	
72683			7	1	Actor/Quest/WQ72683			172683			2603	
72684	4015		7	1	Actor/Quest/WQ72684			172684			2202	
72685			7	1	Actor/Quest/WQ72685			172685			2600	
72686			7		Actor/Quest/WQ72686			172686			2600	
72687			7		Actor/Quest/WQ72687			172687			2600	
72688			7		Actor/Quest/WQ72688			172688			2600	
72689			7		Actor/Quest/WQ72689			172689			2600	
72690			7		Actor/Quest/WQ72690			172690			2600	
72691			7	1	Actor/Quest/WQ72691			172691			2600	
72692			7	1	Actor/Quest/WQ72692			172692			2600	
72693			7	1	Actor/Quest/WQ72693			172693			2600	
72694			7		Actor/Quest/WQ72694			172694			2703	
72695			7		Actor/Quest/WQ72695			172695			2703	
72696			7		Actor/Quest/WQ72696			172696			2703	
72697			7		Actor/Quest/WQ72697			172697			2703	
72698			7	1	Actor/Quest/WQ72698						2600	
72699			7	1	Actor/Quest/WQ72699						2600	
72701			7	1	Actor/Quest/WQ72701							
72702			7	1	Actor/Quest/WQ72702							
72703			7	1	Actor/Quest/WQ72703		1					
72704			7	1	Actor/Quest/WQ72704		1					
72705			7	1	Actor/Quest/WQ72705							
72706			7	1	Actor/Quest/WQ72706							
72707			7	1	Actor/Quest/WQ72707							
72708			7	1	Actor/Quest/WQ72708							
72709			7	1	Actor/Quest/WQ72700							
72710			7	1	Actor/Quest/WQ72700							
72712			7	1	Actor/Quest/WQ72712							
72713			7	1	Actor/Quest/WQ72713							
72714			7	1	Actor/Quest/WQ72714							
72715			7	1	Actor/Quest/WQ72715							
72716			7	1	Actor/Quest/WQ72716							
72717			7	1	Actor/Quest/WQ72717							
72718			7	1	Actor/Quest/WQ72718							
72719			7	1	Actor/Quest/WQ72719							
72720			7	1	Actor/Quest/WQ72720						2600	
72721			7	1	Actor/Quest/WQ72721						2600	
72722			7		Actor/Quest/WQ72722			172722			2600	
72723			7		Actor/Quest/WQ72722			172723			2600	
72724			7	1							2603	
72725			7		Actor/Quest/WQ72725			172725			2600	
72726			7		Actor/Quest/WQ72726			172726			2703	
72800			7		Actor/Quest/WQ72800			172800				
72801			7	1	Actor/Quest/WQ72801			172801				
72802			7	1	Actor/Quest/WQ72802			172802				
72803			7	1	Actor/Quest/WQ72803			172803				
72804			7	1	Actor/Quest/WQ72804			172804				
72805			7	1	Actor/Quest/WQ72805							
72806			7	1	Actor/Quest/WQ72806			172806				
72807			7	1	Actor/Quest/WQ72807			172807	10061			
72808			7	1				172808				
72809			7	1	Actor/Quest/WQ72809			172809				
72810			7	1	Actor/Quest/WQ72810							
72811			7	1	Actor/Quest/WQ72811							
72812			7	1	Actor/Quest/WQ72812			172812				
72813			7	1	Actor/Quest/WQ72813			172813				
72902			7	1				553001				
72903			7	1				553002				
72904			7	1				553003				
72905			7	1				553004				
72906			7	1				553005				
72907			7	1				553006				
72908			7	1				553007				
72909			7	1				553008				
72910			7	1				553009				
72911			7	1				553011				
72912			7	1				553014				
72913			7	1				553015				
72914			7	1				553016				
72915			7	1				553017				
72916			7	1				553018				
72917			7	1				553019				
72918			7	1				553020				
72919			7	1				553021				
72920			7	1				553022				
72921			7	1				553023				
72922			7	1				553029				
72923			7	1				553024				
72924			7	1				553025				
72925			7	1				553026				
72926			7	1				553030				
72927			7	1				553032				
72928			7	1				553036				
72929			7	1				553034				
72930			7	1				553012				
72932			7	1				553027				
72933			7	1				553010				
72934			7	1				553028				
72935			7	1				553031				
72937			7	1				553037				
72938			7	1				553038				
72939			7	1				553039				
72940			7	1				553040				
72941			7	1				553041				
72942			7	1				553033				
72943			7	1				553035				
72945			7	1				553042				
72946			7	1				553043				
72948			7	1				553044				
79000			7		Actor/Quest/WQ79000			179000			1602	
79001			7		Actor/Quest/WQ79001			179001			1602	
79002			7		Actor/Quest/WQ79002			179002			1602	
79003			7		Actor/Quest/WQ79003			179003			1602	
79004			7	1	Actor/Quest/WQ79004			179004			1602	
79005			7	1	Actor/Quest/WQ79005			179005			1602	
79006			7	1	Actor/Quest/WQ79006						1602	
79007			7	1	Actor/Quest/WQ79007						1603	
79008			7	1	Actor/Quest/WQ79008			179008			1602	
79009			7		Actor/Quest/WQ79009						1602	
79010			7		Actor/Quest/WQ79010						1602	
79011			7		Actor/Quest/WQ79011						1602	
79012			7		Actor/Quest/WQ79012							
79013			7		Actor/Quest/WQ79013			179013			1602	
79014			7	1	Actor/Quest/WQ79014							
79015			7	1	Actor/Quest/WQ79015							
79016			7		Actor/Quest/WQ79016							
79017			7		Actor/Quest/WQ79017						1602	
79019			7		Actor/Quest/WQ79019							
79020		79020	7		Actor/Quest/WQ79020				10071		1602	
79021			7		Actor/Quest/WQ79021			179021			1602	
79022		79022	7		Actor/Quest/WQ79022			179022	10084		1602	
79023		79022	7		Actor/Quest/WQ79023			179023	10084		1602	
79024		79022	7		Actor/Quest/WQ79024			179024	10084		1602	
79025			7		Actor/Quest/WQ79025			179025			1602	
79026			7		Actor/Quest/WQ79026			179026,179039			1602	
79027			7		Actor/Quest/WQ79027			179027			1602	
79028		79020	7		Actor/Quest/WQ79028			179028	10071		1602	
79029		79020	7		Actor/Quest/WQ79029			179029	10071		1602	
79030		79020	7		Actor/Quest/WQ79030			179030	10071		1602	
79031		79020	7		Actor/Quest/WQ79031			179031	10071		1602	
79032			7		Actor/Quest/WQ79032							
79033			7		Actor/Quest/WQ79033						1602	
79034			7		Actor/Quest/WQ79034							
79035			7		Actor/Quest/WQ79035			179035			1602	
79036			7	1	Actor/Quest/WQ79036							
79037			7		Actor/Quest/WQ79037							
79038			7		Actor/Quest/WQ79038			179038			1602	
79040			7		Actor/Quest/WQ79040							
90001			5	1	Actor/Quest/IQ90001							
