商品ID	商店类型	对应物品ID	轮替商品ID	对应物品数量	消耗金币	消耗水晶	消耗创世结晶	[消耗物品]1ID	[消耗物品]1数量	[消耗物品]2ID	[消耗物品]2数量	[消耗物品]3ID	[消耗物品]3数量	[消耗物品]4ID	[消耗物品]4数量	限购数量	刷新类型	刷新参数	提前预览天数	上架时间	下架时间	是否终身限购	前置条件	前置条件参数	条件参数1	条件参数2	前置条件屏蔽显示	最小可见等级	最小队伍等级	最大队伍等级	排序等级	二级页签ID	n选1组ID	显示平台
207311	1013	57134		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207312	1013	57140		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207313	1013	57141		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207314	1013	57142		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207315	1013	57143		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207316	1013	57144		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207317	1013	57150		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207318	1013	57151		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207319	1013	57152		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207320	1013	57153		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207321	1013	57154		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207322	1013	57210		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207323	1013	57211		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207324	1013	57212		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207325	1013	57213		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207326	1013	57214		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207327	1013	57220		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207328	1013	57221		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207329	1013	57222		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207330	1013	57223		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207331	1013	57224		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207332	1013	57230		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207333	1013	57231		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207334	1013	57232		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207335	1013	57233		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207336	1013	57234		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207337	1013	57240		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207338	1013	57241		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207339	1013	57242		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207340	1013	57243		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207341	1013	57244		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207342	1013	57250		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207343	1013	57251		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207344	1013	57252		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207345	1013	57253		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207346	1013	57254		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207347	1013	57310		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207348	1013	57311		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207349	1013	57312		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207350	1013	57313		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207351	1013	57314		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207352	1013	57320		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207353	1013	57321		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207354	1013	57322		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207355	1013	57323		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207356	1013	57324		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207357	1013	57330		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207358	1013	57331		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207359	1013	57332		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207360	1013	57333		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207361	1013	57334		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207362	1013	57340		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207363	1013	57341		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207364	1013	57342		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207365	1013	57343		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207366	1013	57344		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207367	1013	57350		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207368	1013	57351		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207369	1013	57352		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207370	1013	57353		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207371	1013	57354		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207372	1013	57410		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207373	1013	57411		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207374	1013	57412		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207375	1013	57413		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207376	1013	57414		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207377	1013	57420		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207378	1013	57421		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207379	1013	57422		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207380	1013	57423		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207381	1013	57424		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207382	1013	57430		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207383	1013	57431		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207384	1013	57432		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207385	1013	57433		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207386	1013	57434		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207387	1013	57440		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207388	1013	57441		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207389	1013	57442		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207390	1013	57443		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207391	1013	57444		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207392	1013	57450		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207393	1013	57451		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207394	1013	57452		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207395	1013	57453		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207396	1013	57454		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207397	1013	57510		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207398	1013	57511		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207399	1013	57512		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207400	1013	57513		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207401	1013	57514		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207402	1013	57520		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207403	1013	57521		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207404	1013	57522		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207405	1013	57523		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207406	1013	57524		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207407	1013	57530		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207408	1013	57531		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207409	1013	57532		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207410	1013	57533		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207411	1013	57534		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207412	1013	57540		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207413	1013	57541		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207414	1013	57542		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207415	1013	57543		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207416	1013	57544		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207417	1013	57550		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207418	1013	57551		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207419	1013	57552		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207420	1013	57553		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207421	1013	57554		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207422	1013	58210		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207423	1013	58211		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207424	1013	58212		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207425	1013	58213		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207426	1013	58214		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207427	1013	58220		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207428	1013	58221		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207429	1013	58222		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207430	1013	58223		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207431	1013	58224		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207432	1013	58230		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207433	1013	58231		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207434	1013	58232		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207435	1013	58233		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207436	1013	58234		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207437	1013	58240		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207438	1013	58241		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207439	1013	58242		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207440	1013	58243		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207441	1013	58244		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207442	1013	58250		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207443	1013	58251		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207444	1013	58252		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207445	1013	58253		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207446	1013	58254		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207447	1013	58310		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207448	1013	58311		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207449	1013	58312		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207450	1013	58313		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207451	1013	58314		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207452	1013	58320		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207453	1013	58321		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207454	1013	58322		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207455	1013	58323		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207456	1013	58324		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207457	1013	58330		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207458	1013	58331		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207459	1013	58332		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207460	1013	58333		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207461	1013	58334		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207462	1013	58340		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207463	1013	58341		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207464	1013	58342		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207465	1013	58343		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207466	1013	58344		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207467	1013	58350		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207468	1013	58351		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207469	1013	58352		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207470	1013	58353		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207471	1013	58354		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207472	1013	58410		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207473	1013	58411		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207474	1013	58412		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207475	1013	58413		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207476	1013	58414		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207477	1013	58420		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207478	1013	58421		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207479	1013	58422		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207480	1013	58423		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207481	1013	58424		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207482	1013	58430		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207483	1013	58431		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207484	1013	58432		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207485	1013	58433		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207486	1013	58434		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207487	1013	58440		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207488	1013	58441		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207489	1013	58442		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207490	1013	58443		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207491	1013	58444		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207492	1013	58450		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207493	1013	58451		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207494	1013	58452		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207495	1013	58453		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207496	1013	58454		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207497	1013	58510		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207498	1013	58511		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207499	1013	58512		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207500	1013	58513		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207501	1013	58514		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207502	1013	58520		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207503	1013	58521		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207504	1013	58522		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207505	1013	58523		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207506	1013	58524		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207507	1013	58530		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207508	1013	58531		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207509	1013	58532		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207510	1013	58533		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207511	1013	58534		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207512	1013	58540		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207513	1013	58541		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207514	1013	58542		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207515	1013	58543		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207516	1013	58544		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207517	1013	58550		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207518	1013	58551		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207519	1013	58552		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207520	1013	58553		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207521	1013	58554		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207522	1013	59110		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207523	1013	59111		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207524	1013	59112		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207525	1013	59113		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207526	1013	59114		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207527	1013	59120		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207528	1013	59121		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207529	1013	59122		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207530	1013	59123		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207531	1013	59124		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207532	1013	59130		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207533	1013	59131		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207534	1013	59132		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207535	1013	59133		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207536	1013	59134		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207537	1013	59140		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207538	1013	59141		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207539	1013	59142		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207540	1013	59143		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207541	1013	59144		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207542	1013	59150		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207543	1013	59151		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207544	1013	59152		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207545	1013	59153		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207546	1013	59154		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207547	1013	59210		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207548	1013	59211		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207549	1013	59212		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207550	1013	59213		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207551	1013	59214		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207552	1013	59220		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207553	1013	59221		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207554	1013	59222		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207555	1013	59223		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207556	1013	59224		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207557	1013	59230		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207558	1013	59231		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207559	1013	59232		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207560	1013	59233		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207561	1013	59234		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207562	1013	59240		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207563	1013	59241		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207564	1013	59242		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207565	1013	59243		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207566	1013	59244		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207567	1013	59250		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207568	1013	59251		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207569	1013	59252		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207570	1013	59253		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207571	1013	59254		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207572	1013	59310		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207573	1013	59311		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
207574	1013	59312		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
